chi_square,cipher,corr_d,corr_h,corr_v,cpa_score,entropy,image,image_kind,image_size,key_sensitivity,kpa_score,mode,npcr,repeat,run_id,uaci
34165.2,hamiltonian_lattice_xor,-0.000140959,-0.0127829,0.00265247,1,7.97985,images/datasets/real/kodak/kodim21.png,real_kodim21,,99.5316,1,full,8.47711e-05,1,full__real_kodim21__rep1,3.32435e-07
243.752,chaotic_seed_blake3_xor,8.38473e-05,-0.00130606,0.000280478,1,7.99985,images/datasets/real/kodak/kodim21.png,real_kodim21,,99.608,1,full,8.47711e-05,1,full__real_kodim21__rep1,3.32435e-07
270.485,aes_ctr,-3.48116e-05,-0.00106946,0.00114211,1,7.99983,images/datasets/real/kodak/kodim21.png,real_kodim21,,99.6112,1,full,8.47711e-05,1,full__real_kodim21__rep1,3.32435e-07
255.361,chacha20,0.0044984,-7.38222e-05,-0.000594865,1,7.99984,images/datasets/real/kodak/kodim21.png,real_kodim21,,99.6203,1,full,8.47711e-05,1,full__real_kodim21__rep1,3.32435e-07
35960.6,logistic_xor,0.00879911,-0.0438387,0.0107553,1,7.97775,images/datasets/real/kodak/kodim22.png,real_kodim22,,99.3863,1,full,8.47711e-05,1,full__real_kodim22__rep1,3.32435e-07
35922.3,logistic_permute_xor,0.000546001,-0.00706222,0.00221484,0.00843218,7.97777,images/datasets/real/kodak/kodim22.png,real_kodim22,,99.5957,0.999998,full,8.47711e-05,1,full__real_kodim22__rep1,3.32435e-07
35720.1,arnold_xor,0.0084735,-0.0424945,0.00833535,0.173609,7.9779,images/datasets/real/kodak/kodim22.png,real_kodim22,,99.3863,1,full,8.47711e-05,1,full__real_kodim22__rep1,3.32435e-07
35898.7,tiled_arnold_xor,0.00511862,-0.042884,0.010038,0.0409461,7.97778,images/datasets/real/kodak/kodim22.png,real_kodim22,,99.3863,1,full,8.47711e-05,1,full__real_kodim22__rep1,3.32435e-07
276.504,tent_block_xor,-0.00106389,-0.00195009,0.00136497,1,7.99983,images/datasets/real/kodak/kodim22.png,real_kodim22,,99.6234,1,full,8.47711e-05,1,full__real_kodim22__rep1,3.32435e-07
17942.9,sine_xor,0.0418832,0.0646701,0.0425874,1,7.98903,images/datasets/real/kodak/kodim22.png,real_kodim22,,99.3009,1,full,8.47711e-05,1,full__real_kodim22__rep1,3.32435e-07
31646,coupled_lattice_xor,0.122609,0.0946202,0.125334,1,7.98066,images/datasets/real/kodak/kodim22.png,real_kodim22,,99.4091,1,full,8.47711e-05,1,full__real_kodim22__rep1,3.32435e-07
18659.7,hamiltonian_lattice_xor,-0.000971395,-0.0266026,0.00435684,1,7.98844,images/datasets/real/kodak/kodim22.png,real_kodim22,,99.5316,1,full,8.47711e-05,1,full__real_kodim22__rep1,3.32435e-07
271.775,chaotic_seed_blake3_xor,-0.00140834,-0.000337147,0.00312439,1,7.99983,images/datasets/real/kodak/kodim22.png,real_kodim22,,99.608,1,full,8.47711e-05,1,full__real_kodim22__rep1,3.32435e-07
259.556,aes_ctr,-0.00024462,0.00119937,0.00175556,1,7.99984,images/datasets/real/kodak/kodim22.png,real_kodim22,,99.6112,1,full,8.47711e-05,1,full__real_kodim22__rep1,3.32435e-07
240.984,chacha20,0.0019149,-0.000181627,-0.00127208,1,7.99985,images/datasets/real/kodak/kodim22.png,real_kodim22,,99.6203,1,full,8.47711e-05,1,full__real_kodim22__rep1,3.32435e-07
12187.2,logistic_xor,0.00900219,-0.0503993,0.0107476,1,7.99246,images/datasets/real/kodak/kodim23.png,real_kodim23,,99.3863,1,full,8.47711e-05,1,full__real_kodim23__rep1,3.32435e-07
11797.2,logistic_permute_xor,3.04631e-05,-0.0062329,-0.000462333,0.00767517,7.9927,images/datasets/real/kodak/kodim23.png,real_kodim23,,99.6125,0.999998,full,8.47711e-05,1,full__real_kodim23__rep1,3.32435e-07
12198.5,arnold_xor,0.00768706,-0.0498402,0.00937412,0.173759,7.99245,images/datasets/real/kodak/kodim23.png,real_kodim23,,99.3863,1,full,8.47711e-05,1,full__real_kodim23__rep1,3.32435e-07
12016.7,tiled_arnold_xor,0.00688483,-0.0493546,0.009113,0.0502531,7.99257,images/datasets/real/kodak/kodim23.png,real_kodim23,,99.3863,1,full,8.47711e-05,1,full__real_kodim23__rep1,3.32435e-07
300.229,tent_block_xor,-0.000577276,-0.00173686,-0.00240044,1,7.99982,images/datasets/real/kodak/kodim23.png,real_kodim23,,99.6234,1,full,8.47711e-05,1,full__real_kodim23__rep1,3.32435e-07
21957.2,sine_xor,0.0851271,0.0271301,0.0833779,1,7.98657,images/datasets/real/kodak/kodim23.png,real_kodim23,,99.3009,1,full,8.47711e-05,1,full__real_kodim23__rep1,3.32435e-07
40825.9,coupled_lattice_xor,0.160466,0.11256,0.161951,1,7.97483,images/datasets/real/kodak/kodim23.png,real_kodim23,,99.4091,1,full,8.47711e-05,1,full__real_kodim23__rep1,3.32435e-07
6794.83,hamiltonian_lattice_xor,0.000781037,-0.0138075,0.00272586,1,7.99576,images/datasets/real/kodak/kodim23.png,real_kodim23,,99.5316,1,full,8.47711e-05,1,full__real_kodim23__rep1,3.32435e-07
241.461,chaotic_seed_blake3_xor,0.00102103,-0.00125428,0.00177786,1,7.99985,images/datasets/real/kodak/kodim23.png,real_kodim23,,99.608,1,full,8.47711e-05,1,full__real_kodim23__rep1,3.32435e-07
292.512,aes_ctr,-0.0017848,0.000949204,-0.000484327,1,7.99982,images/datasets/real/kodak/kodim23.png,real_kodim23,,99.6112,1,full,8.47711e-05,1,full__real_kodim23__rep1,3.32435e-07
237.421,chacha20,0.00240576,0.000244016,-0.00118616,1,7.99985,images/datasets/real/kodak/kodim23.png,real_kodim23,,99.6203,1,full,8.47711e-05,1,full__real_kodim23__rep1,3.32435e-07
23922.1,logistic_xor,0.00723577,-0.0531409,0.0119161,1,7.98519,images/datasets/real/kodak/kodim24.png,real_kodim24,,99.3863,1,full,8.47711e-05,1,full__real_kodim24__rep1,3.32435e-07
23888.3,logistic_permute_xor,-0.00161868,-0.0135708,0.000884303,0.0109609,7.98522,images/datasets/real/kodak/kodim24.png,real_kodim24,,99.5949,0.999998,full,8.47711e-05,1,full__real_kodim24__rep1,3.32435e-07
24127.4,arnold_xor,0.00841524,-0.0494192,0.00909526,0.180244,7.98507,images/datasets/real/kodak/kodim24.png,real_kodim24,,99.3863,1,full,8.47711e-05,1,full__real_kodim24__rep1,3.32435e-07
24104.1,tiled_arnold_xor,0.00704521,-0.0479475,0.0106751,0.063786,7.98508,images/datasets/real/kodak/kodim24.png,real_kodim24,,99.3863,1,full,8.47711e-05,1,full__real_kodim24__rep1,3.32435e-07
281.133,tent_block_xor,-0.00205874,-0.00350163,0.00147976,1,7.99983,images/datasets/real/kodak/kodim24.png,real_kodim24,,99.6234,1,full,8.47711e-05,1,full__real_kodim24__rep1,3.32435e-07
43705.5,sine_xor,0.0833515,0.104988,0.0883965,1,7.97321,images/datasets/real/kodak/kodim24.png,real_kodim24,,99.3009,1,full,8.47711e-05,1,full__real_kodim24__rep1,3.32435e-07
61308.6,coupled_lattice_xor,0.167725,0.149559,0.171694,1,7.96236,images/datasets/real/kodak/kodim24.png,real_kodim24,,99.4091,1,full,8.47711e-05,1,full__real_kodim24__rep1,3.32435e-07
12139.1,hamiltonian_lattice_xor,-8.32959e-05,-0.0226246,0.00449872,1,7.99249,images/datasets/real/kodak/kodim24.png,real_kodim24,,99.5316,1,full,8.47711e-05,1,full__real_kodim24__rep1,3.32435e-07
255.085,chaotic_seed_blake3_xor,0.000431677,0.000197827,0.00167354,1,7.99984,images/datasets/real/kodak/kodim24.png,real_kodim24,,99.608,1,full,8.47711e-05,1,full__real_kodim24__rep1,3.32435e-07
237.246,aes_ctr,-0.00238345,-0.000578121,-0.000163997,1,7.99985,images/datasets/real/kodak/kodim24.png,real_kodim24,,99.6112,1,full,8.47711e-05,1,full__real_kodim24__rep1,3.32435e-07
234.17,chacha20,0.00153267,0.00169339,0.00026928,1,7.99986,images/datasets/real/kodak/kodim24.png,real_kodim24,,99.6203,1,full,8.47711e-05,1,full__real_kodim24__rep1,3.32435e-07
