MBps,bytes,channels,cipher,correct,dataset,diffusion_ms,diffusion_share_pct,height,image,image_kind,image_size,keygen_ms,keygen_share_pct,mode,permutation_ms,permutation_share_pct,repeat,run_id,total_ms,variant,width
33.785,786432,3,sine_xor,1,synthetic_control,0.214237,0.9650663086958088,512,images/datasets/synthetic/gradient_512x512.ppm,gradient,512x512,21.8341,98.35534613859957,full,9.8e-05,0.00044145734981440766,2,full__gradient_512x512__rep2,22.1992,scalar_avx2,512
96.1614,786432,3,coupled_lattice_xor,1,synthetic_control,0.218709,2.804180839783624,512,images/datasets/synthetic/gradient_512x512.ppm,gradient,512x512,7.42668,95.22129294726895,full,9.9e-05,0.0012693300373490747,2,full__gradient_512x512__rep2,7.79939,scalar_avx2,512
14.7298,786432,3,hamiltonian_lattice_xor,1,synthetic_control,0.235973,0.4634454829516999,512,images/datasets/synthetic/gradient_512x512.ppm,gradient,512x512,50.4921,99.16530988606972,full,3.3e-05,6.481123237576375e-05,2,full__gradient_512x512__rep2,50.9171,scalar_avx2,512
414.023,786432,3,chaotic_seed_blake3_xor,1,synthetic_control,0.217667,12.01590955511761,512,images/datasets/synthetic/gradient_512x512.ppm,gradient,512x512,1.44225,79.61677955716013,full,9.8e-05,0.005409911178090964,2,full__gradient_512x512__rep2,1.81149,scalar_avx2,512
336.795,786432,3,aes_ctr,1,synthetic_control,2.03938,91.58055926030707,512,images/datasets/synthetic/gradient_512x512.ppm,gradient,512x512,0,0.0,full,0,0.0,2,full__gradient_512x512__rep2,2.22687,openssl_evp,512
828.272,786432,3,chacha20,1,synthetic_control,0.765171,84.50259525124241,512,images/datasets/synthetic/gradient_512x512.ppm,gradient,512x512,0,0.0,full,0,0.0,2,full__gradient_512x512__rep2,0.9055,openssl_evp,512
1420.05,786432,3,aes_256_gcm,1,synthetic_control,0.415972,78.76034982552272,512,images/datasets/synthetic/gradient_512x512.ppm,gradient,512x512,0,0.0,full,0,0.0,2,full__gradient_512x512__rep2,0.528149,openssl_evp_aead,512
617.887,786432,3,chacha20_poly1305,1,synthetic_control,1.11565,91.91230989767841,512,images/datasets/synthetic/gradient_512x512.ppm,gradient,512x512,0,0.0,full,0,0.0,2,full__gradient_512x512__rep2,1.21382,openssl_evp_aead,512
182.609,786432,3,logistic_xor,1,synthetic_control,0.651189,15.855086155052312,512,images/datasets/synthetic/gradient_512x512.ppm,gradient,512x512,2.86137,69.66835722268348,full,5.7e-05,0.0013878304314691768,3,full__gradient_512x512__rep3,4.10713,scalar_avx2,512
19.2862,786432,3,logistic_permute_xor,1,synthetic_control,0.141215,0.36313351968092905,512,images/datasets/synthetic/gradient_512x512.ppm,gradient,512x512,2.60639,6.702316144610534,full,35.959,92.46835133807689,3,full__gradient_512x512__rep3,38.8879,scalar_avx2,512
144.124,786432,3,arnold_xor,1,synthetic_control,0.143438,2.7563928875462884,512,images/datasets/synthetic/gradient_512x512.ppm,gradient,512x512,2.75652,52.97098483232542,full,2.08341,40.03608880382334,3,full__gradient_512x512__rep3,5.20383,scalar_avx2,512
131.438,786432,3,tiled_arnold_xor,1,synthetic_control,0.141896,2.4867291842281896,512,images/datasets/synthetic/gradient_512x512.ppm,gradient,512x512,2.79477,48.97837939198722,full,2.56425,44.93851349338343,3,full__gradient_512x512__rep3,5.70613,scalar_avx2,512
152.736,786432,3,tent_block_xor,1,synthetic_control,0.146408,2.9815718786338468,512,images/datasets/synthetic/gradient_512x512.ppm,gradient,512x512,4.59054,93.4854992332647,full,3.3e-05,0.0006720389049431517,3,full__gradient_512x512__rep3,4.91043,scalar_avx2,512
33.6159,786432,3,sine_xor,1,synthetic_control,0.141829,0.6356966132993888,512,images/datasets/synthetic/gradient_512x512.ppm,gradient,512x512,21.9721,98.4819011420478,full,4.9e-05,0.00021962457643831686,3,full__gradient_512x512__rep3,22.3108,scalar_avx2,512
