MBps,bytes,channels,checksum,dataset,diffusion,diffusion_ms,diffusion_share_pct,height,image,image_kind,image_size,keygen_ms,keygen_share_pct,keystream,mode,permutation,permutation_ms,permutation_share_pct,repeat,run_id,scheme,total_ms,width
34.5613,786432,3,9616188472344676131,synthetic_control,stencil,3.11604,14.359234306885522,512,images/datasets/synthetic/gradient_512x512.ppm,gradient,512x512,12.1809,56.13162769693003,cml,candidates,feistel_index,6.40022,29.493285899929035,3,candidates__gradient_512x512__rep3,CML-Feistel-Stencil,21.7006,512
9.76777,786432,3,16874792644486012194,synthetic_control,stencil,3.44851,4.4912298523635386,512,images/datasets/synthetic/gradient_512x512.ppm,gradient,512x512,66.6324,86.77992060763293,hamiltonian,candidates,block_feistel,6.69751,8.722624219881434,3,candidates__gradient_512x512__rep3,Hamiltonian-Block-Stencil,76.7832,512
29.7978,786432,3,4577604707368596687,synthetic_control,bitplane,1.70305,6.766297438179391,512,images/datasets/synthetic/gradient_512x512.ppm,gradient,512x512,12.1754,48.37343461954104,cml,candidates,affine_bitplane,11.2778,44.807227766829826,3,candidates__gradient_512x512__rep3,Affine-CML-Bitplane,25.1696,512
81.4065,3145728,3,10154352750714544857,synthetic_control,arx_block,3.63744,9.87037373718187,1024,images/datasets/synthetic/noise_1024x1024.ppm,noise,1024x1024,7.08023,19.212555051136842,cellular_automata,candidates,feistel_index,26.1287,70.90152257266207,1,candidates__noise_1024x1024__rep1,CA-Feistel-ARX,36.8521,1024
218.424,3145728,3,12703809576107580757,synthetic_control,arx_block,3.71175,27.02461648234035,1024,images/datasets/synthetic/noise_1024x1024.ppm,noise,1024x1024,6.82316,49.678260173138106,cellular_automata,candidates,checkerboard_swaps,3.1948,23.26079200856225,1,candidates__noise_1024x1024__rep1,Checkerboard-CA-ARX,13.7347,1024
43.3999,3145728,3,6769910357436157580,synthetic_control,prefix_tree_reverse,16.5768,23.981077620814617,1024,images/datasets/synthetic/noise_1024x1024.ppm,noise,1024x1024,6.68267,9.667585298989504,cellular_automata,candidates,affine_bitplane,45.8591,66.34275835629914,1,candidates__noise_1024x1024__rep1,Affine-CA-PrefixTree,69.1245,1024
167.428,3145728,3,11798513561408184321,synthetic_control,multilane_tree,6.03137,33.66076760370798,1024,images/datasets/synthetic/noise_1024x1024.ppm,noise,1024x1024,8.72955,48.719172233663166,cellular_automata,candidates,checkerboard_swaps,3.14987,17.57926342636775,1,candidates__noise_1024x1024__rep1,Checkerboard-CA-MultilaneTree,17.9181,1024
33.3296,3145728,3,13601539085058861984,synthetic_control,stencil,13.6629,15.179296545609882,1024,images/datasets/synthetic/noise_1024x1024.ppm,noise,1024x1024,47.8443,53.15436823200952,cml,candidates,feistel_index,28.4968,31.659558205134758,1,candidates__noise_1024x1024__rep1,CML-Feistel-Stencil,90.0101,1024
9.91379,3145728,3,15938992241700151227,synthetic_control,stencil,13.3484,4.4111047589463634,1024,images/datasets/synthetic/noise_1024x1024.ppm,noise,1024x1024,262.387,86.70826049456561,hamiltonian,candidates,block_feistel,26.8685,8.878949403355485,1,candidates__noise_1024x1024__rep1,Hamiltonian-Block-Stencil,302.609,1024
30.2724,3145728,3,5015192422145357007,synthetic_control,bitplane,6.80173,6.863487661982519,1024,images/datasets/synthetic/noise_1024x1024.ppm,noise,1024x1024,47.626,48.05842975089858,cml,candidates,affine_bitplane,44.6673,45.07286564507437,1,candidates__noise_1024x1024__rep1,Affine-CML-Bitplane,99.1002,1024
