chi_square,cipher,corr_d,corr_h,corr_v,cpa_score,dataset,entropy,image,image_kind,image_size,key_sensitivity,kpa_score,mode,npcr,repeat,run_id,uaci
241.303,chacha20_poly1305,0.000582056,0.000388222,-0.000278434,1,video_frame_workload,7.99997,images/datasets/real/video_xiph_ducks/1080p/frame_0004.ppm,video_1080p_frame_0004,,99.6089,1,full,1.60751e-05,1,full__video_1080p_frame_0004__rep1,6.30396e-08
38367.4,logistic_xor,0.0072715,-0.0548354,0.00952876,1,video_frame_workload,7.99548,images/datasets/real/video_xiph_ducks/1080p/frame_0004.ppm,video_1080p_frame_0004,,99.409,1,full,1.60751e-05,2,full__video_1080p_frame_0004__rep2,6.30396e-08
38794,logistic_permute_xor,0.000466448,-0.00698516,-0.000288915,0.00667438,video_frame_workload,7.99543,images/datasets/real/video_xiph_ducks/1080p/frame_0004.ppm,video_1080p_frame_0004,,99.6031,1,full,1.60751e-05,2,full__video_1080p_frame_0004__rep2,6.30396e-08
38163.4,arnold_xor,0.00806927,-0.051234,0.00887992,0.103151,video_frame_workload,7.9955,images/datasets/real/video_xiph_ducks/1080p/frame_0004.ppm,video_1080p_frame_0004,,99.409,1,full,1.60751e-05,2,full__video_1080p_frame_0004__rep2,6.30396e-08
38670.9,tiled_arnold_xor,0.00744821,-0.0494459,0.00823017,0.0203151,video_frame_workload,7.99544,images/datasets/real/video_xiph_ducks/1080p/frame_0004.ppm,video_1080p_frame_0004,,99.409,1,full,1.60751e-05,2,full__video_1080p_frame_0004__rep2,6.30396e-08
256.651,tent_block_xor,-5.28294e-05,-0.00289366,0.000293583,1,video_frame_workload,7.99997,images/datasets/real/video_xiph_ducks/1080p/frame_0004.ppm,video_1080p_frame_0004,,99.6132,1,full,1.60751e-05,2,full__video_1080p_frame_0004__rep2,6.30396e-08
16592.4,sine_xor,0.0914328,0.0478292,0.0926625,1,video_frame_workload,7.99805,images/datasets/real/video_xiph_ducks/1080p/frame_0004.ppm,video_1080p_frame_0004,,99.3028,1,full,1.60751e-05,2,full__video_1080p_frame_0004__rep2,6.30396e-08
12478.4,coupled_lattice_xor,0.183841,0.171444,0.185263,1,video_frame_workload,7.99855,images/datasets/real/video_xiph_ducks/1080p/frame_0004.ppm,video_1080p_frame_0004,,99.4111,1,full,1.60751e-05,2,full__video_1080p_frame_0004__rep2,6.30396e-08
20414.1,hamiltonian_lattice_xor,0.00145421,-0.0161106,0.002292,1,video_frame_workload,7.99759,images/datasets/real/video_xiph_ducks/1080p/frame_0004.ppm,video_1080p_frame_0004,,99.5446,1,full,1.60751e-05,2,full__video_1080p_frame_0004__rep2,6.30396e-08
276.106,chaotic_seed_blake3_xor,0.00118699,0.000283394,-2.05909e-05,1,video_frame_workload,7.99997,images/datasets/real/video_xiph_ducks/1080p/frame_0004.ppm,video_1080p_frame_0004,,99.6079,1,full,1.60751e-05,2,full__video_1080p_frame_0004__rep2,6.30396e-08
290.666,aes_ctr,0.000212714,-2.84925e-05,0.00131372,1,video_frame_workload,7.99997,images/datasets/real/video_xiph_ducks/1080p/frame_0004.ppm,video_1080p_frame_0004,,99.6144,1,full,1.60751e-05,2,full__video_1080p_frame_0004__rep2,6.30396e-08
244.71,chacha20,4.07049e-05,0.000963291,-0.00108925,1,video_frame_workload,7.99997,images/datasets/real/video_xiph_ducks/1080p/frame_0004.ppm,video_1080p_frame_0004,,99.6078,1,full,1.60751e-05,2,full__video_1080p_frame_0004__rep2,6.30396e-08
289.158,aes_256_gcm,4.09782e-05,0.000333924,0.000487319,1,video_frame_workload,7.99997,images/datasets/real/video_xiph_ducks/1080p/frame_0004.ppm,video_1080p_frame_0004,,99.6061,1,full,1.60751e-05,2,full__video_1080p_frame_0004__rep2,6.30396e-08
241.303,chacha20_poly1305,0.000582056,0.000388222,-0.000278434,1,video_frame_workload,7.99997,images/datasets/real/video_xiph_ducks/1080p/frame_0004.ppm,video_1080p_frame_0004,,99.6089,1,full,1.60751e-05,2,full__video_1080p_frame_0004__rep2,6.30396e-08
38367.4,logistic_xor,0.0072715,-0.0548354,0.00952876,1,video_frame_workload,7.99548,images/datasets/real/video_xiph_ducks/1080p/frame_0004.ppm,video_1080p_frame_0004,,99.409,1,full,1.60751e-05,3,full__video_1080p_frame_0004__rep3,6.30396e-08
38794,logistic_permute_xor,0.000466448,-0.00698516,-0.000288915,0.00667438,video_frame_workload,7.99543,images/datasets/real/video_xiph_ducks/1080p/frame_0004.ppm,video_1080p_frame_0004,,99.6031,1,full,1.60751e-05,3,full__video_1080p_frame_0004__rep3,6.30396e-08
38163.4,arnold_xor,0.00806927,-0.051234,0.00887992,0.103151,video_frame_workload,7.9955,images/datasets/real/video_xiph_ducks/1080p/frame_0004.ppm,video_1080p_frame_0004,,99.409,1,full,1.60751e-05,3,full__video_1080p_frame_0004__rep3,6.30396e-08
38670.9,tiled_arnold_xor,0.00744821,-0.0494459,0.00823017,0.0203151,video_frame_workload,7.99544,images/datasets/real/video_xiph_ducks/1080p/frame_0004.ppm,video_1080p_frame_0004,,99.409,1,full,1.60751e-05,3,full__video_1080p_frame_0004__rep3,6.30396e-08
256.651,tent_block_xor,-5.28294e-05,-0.00289366,0.000293583,1,video_frame_workload,7.99997,images/datasets/real/video_xiph_ducks/1080p/frame_0004.ppm,video_1080p_frame_0004,,99.6132,1,full,1.60751e-05,3,full__video_1080p_frame_0004__rep3,6.30396e-08
16592.4,sine_xor,0.0914328,0.0478292,0.0926625,1,video_frame_workload,7.99805,images/datasets/real/video_xiph_ducks/1080p/frame_0004.ppm,video_1080p_frame_0004,,99.3028,1,full,1.60751e-05,3,full__video_1080p_frame_0004__rep3,6.30396e-08
12478.4,coupled_lattice_xor,0.183841,0.171444,0.185263,1,video_frame_workload,7.99855,images/datasets/real/video_xiph_ducks/1080p/frame_0004.ppm,video_1080p_frame_0004,,99.4111,1,full,1.60751e-05,3,full__video_1080p_frame_0004__rep3,6.30396e-08
20414.1,hamiltonian_lattice_xor,0.00145421,-0.0161106,0.002292,1,video_frame_workload,7.99759,images/datasets/real/video_xiph_ducks/1080p/frame_0004.ppm,video_1080p_frame_0004,,99.5446,1,full,1.60751e-05,3,full__video_1080p_frame_0004__rep3,6.30396e-08
276.106,chaotic_seed_blake3_xor,0.00118699,0.000283394,-2.05909e-05,1,video_frame_workload,7.99997,images/datasets/real/video_xiph_ducks/1080p/frame_0004.ppm,video_1080p_frame_0004,,99.6079,1,full,1.60751e-05,3,full__video_1080p_frame_0004__rep3,6.30396e-08
290.666,aes_ctr,0.000212714,-2.84925e-05,0.00131372,1,video_frame_workload,7.99997,images/datasets/real/video_xiph_ducks/1080p/frame_0004.ppm,video_1080p_frame_0004,,99.6144,1,full,1.60751e-05,3,full__video_1080p_frame_0004__rep3,6.30396e-08
244.71,chacha20,4.07049e-05,0.000963291,-0.00108925,1,video_frame_workload,7.99997,images/datasets/real/video_xiph_ducks/1080p/frame_0004.ppm,video_1080p_frame_0004,,99.6078,1,full,1.60751e-05,3,full__video_1080p_frame_0004__rep3,6.30396e-08
289.158,aes_256_gcm,4.09782e-05,0.000333924,0.000487319,1,video_frame_workload,7.99997,images/datasets/real/video_xiph_ducks/1080p/frame_0004.ppm,video_1080p_frame_0004,,99.6061,1,full,1.60751e-05,3,full__video_1080p_frame_0004__rep3,6.30396e-08
241.303,chacha20_poly1305,0.000582056,0.000388222,-0.000278434,1,video_frame_workload,7.99997,images/datasets/real/video_xiph_ducks/1080p/frame_0004.ppm,video_1080p_frame_0004,,99.6089,1,full,1.60751e-05,3,full__video_1080p_frame_0004__rep3,6.30396e-08
39900.2,logistic_xor,0.00761954,-0.0546858,0.0082248,1,video_frame_workload,7.9953,images/datasets/real/video_xiph_ducks/1080p/frame_0005.ppm,video_1080p_frame_0005,,99.409,1,full,1.60751e-05,1,full__video_1080p_frame_0005__rep1,6.30396e-08
40058.6,logistic_permute_xor,0.000733624,-0.00597513,1.51251e-05,0.00670846,video_frame_workload,7.99528,images/datasets/real/video_xiph_ducks/1080p/frame_0005.ppm,video_1080p_frame_0005,,99.603,1,full,1.60751e-05,1,full__video_1080p_frame_0005__rep1,6.30396e-08
39591.3,arnold_xor,0.00731904,-0.051709,0.00797947,0.103193,video_frame_workload,7.99534,images/datasets/real/video_xiph_ducks/1080p/frame_0005.ppm,video_1080p_frame_0005,,99.409,1,full,1.60751e-05,1,full__video_1080p_frame_0005__rep1,6.30396e-08
40265.2,tiled_arnold_xor,0.00754822,-0.0495125,0.00850794,0.0202926,video_frame_workload,7.99525,images/datasets/real/video_xiph_ducks/1080p/frame_0005.ppm,video_1080p_frame_0005,,99.409,1,full,1.60751e-05,1,full__video_1080p_frame_0005__rep1,6.30396e-08
295.621,tent_block_xor,-0.00027028,-0.00362617,-0.000668484,1,video_frame_workload,7.99997,images/datasets/real/video_xiph_ducks/1080p/frame_0005.ppm,video_1080p_frame_0005,,99.6132,1,full,1.60751e-05,1,full__video_1080p_frame_0005__rep1,6.30396e-08
17144.4,sine_xor,0.0912912,0.0486723,0.0912248,1,video_frame_workload,7.99799,images/datasets/real/video_xiph_ducks/1080p/frame_0005.ppm,video_1080p_frame_0005,,99.3028,1,full,1.60751e-05,1,full__video_1080p_frame_0005__rep1,6.30396e-08
13013.5,coupled_lattice_xor,0.182623,0.169667,0.183649,1,video_frame_workload,7.99849,images/datasets/real/video_xiph_ducks/1080p/frame_0005.ppm,video_1080p_frame_0005,,99.4111,1,full,1.60751e-05,1,full__video_1080p_frame_0005__rep1,6.30396e-08
21213.1,hamiltonian_lattice_xor,0.00157854,-0.0174284,0.00243148,1,video_frame_workload,7.9975,images/datasets/real/video_xiph_ducks/1080p/frame_0005.ppm,video_1080p_frame_0005,,99.5446,1,full,1.60751e-05,1,full__video_1080p_frame_0005__rep1,6.30396e-08
276.089,chaotic_seed_blake3_xor,-0.000810481,0.000439735,0.00061104,1,video_frame_workload,7.99997,images/datasets/real/video_xiph_ducks/1080p/frame_0005.ppm,video_1080p_frame_0005,,99.6079,1,full,1.60751e-05,1,full__video_1080p_frame_0005__rep1,6.30396e-08
259.616,aes_ctr,-0.000277477,-4.89621e-05,-6.65711e-05,1,video_frame_workload,7.99997,images/datasets/real/video_xiph_ducks/1080p/frame_0005.ppm,video_1080p_frame_0005,,99.6144,1,full,1.60751e-05,1,full__video_1080p_frame_0005__rep1,6.30396e-08
248.851,chacha20,-0.000123038,0.000836254,-0.000542733,1,video_frame_workload,7.99997,images/datasets/real/video_xiph_ducks/1080p/frame_0005.ppm,video_1080p_frame_0005,,99.6078,1,full,1.60751e-05,1,full__video_1080p_frame_0005__rep1,6.30396e-08
265.164,aes_256_gcm,-0.000479303,-2.20747e-05,-7.44404e-05,1,video_frame_workload,7.99997,images/datasets/real/video_xiph_ducks/1080p/frame_0005.ppm,video_1080p_frame_0005,,99.6061,1,full,1.60751e-05,1,full__video_1080p_frame_0005__rep1,6.30396e-08
269.659,chacha20_poly1305,-0.000362293,-8.62737e-05,-0.000368499,1,video_frame_workload,7.99997,images/datasets/real/video_xiph_ducks/1080p/frame_0005.ppm,video_1080p_frame_0005,,99.6089,1,full,1.60751e-05,1,full__video_1080p_frame_0005__rep1,6.30396e-08
39900.2,logistic_xor,0.00761954,-0.0546858,0.0082248,1,video_frame_workload,7.9953,images/datasets/real/video_xiph_ducks/1080p/frame_0005.ppm,video_1080p_frame_0005,,99.409,1,full,1.60751e-05,2,full__video_1080p_frame_0005__rep2,6.30396e-08
40058.6,logistic_permute_xor,0.000733624,-0.00597513,1.51251e-05,0.00670846,video_frame_workload,7.99528,images/datasets/real/video_xiph_ducks/1080p/frame_0005.ppm,video_1080p_frame_0005,,99.603,1,full,1.60751e-05,2,full__video_1080p_frame_0005__rep2,6.30396e-08
39591.3,arnold_xor,0.00731904,-0.051709,0.00797947,0.103193,video_frame_workload,7.99534,images/datasets/real/video_xiph_ducks/1080p/frame_0005.ppm,video_1080p_frame_0005,,99.409,1,full,1.60751e-05,2,full__video_1080p_frame_0005__rep2,6.30396e-08
40265.2,tiled_arnold_xor,0.00754822,-0.0495125,0.00850794,0.0202926,video_frame_workload,7.99525,images/datasets/real/video_xiph_ducks/1080p/frame_0005.ppm,video_1080p_frame_0005,,99.409,1,full,1.60751e-05,2,full__video_1080p_frame_0005__rep2,6.30396e-08
295.621,tent_block_xor,-0.00027028,-0.00362617,-0.000668484,1,video_frame_workload,7.99997,images/datasets/real/video_xiph_ducks/1080p/frame_0005.ppm,video_1080p_frame_0005,,99.6132,1,full,1.60751e-05,2,full__video_1080p_frame_0005__rep2,6.30396e-08
17144.4,sine_xor,0.0912912,0.0486723,0.0912248,1,video_frame_workload,7.99799,images/datasets/real/video_xiph_ducks/1080p/frame_0005.ppm,video_1080p_frame_0005,,99.3028,1,full,1.60751e-05,2,full__video_1080p_frame_0005__rep2,6.30396e-08
13013.5,coupled_lattice_xor,0.182623,0.169667,0.183649,1,video_frame_workload,7.99849,images/datasets/real/video_xiph_ducks/1080p/frame_0005.ppm,video_1080p_frame_0005,,99.4111,1,full,1.60751e-05,2,full__video_1080p_frame_0005__rep2,6.30396e-08
21213.1,hamiltonian_lattice_xor,0.00157854,-0.0174284,0.00243148,1,video_frame_workload,7.9975,images/datasets/real/video_xiph_ducks/1080p/frame_0005.ppm,video_1080p_frame_0005,,99.5446,1,full,1.60751e-05,2,full__video_1080p_frame_0005__rep2,6.30396e-08
276.089,chaotic_seed_blake3_xor,-0.000810481,0.000439735,0.00061104,1,video_frame_workload,7.99997,images/datasets/real/video_xiph_ducks/1080p/frame_0005.ppm,video_1080p_frame_0005,,99.6079,1,full,1.60751e-05,2,full__video_1080p_frame_0005__rep2,6.30396e-08
259.616,aes_ctr,-0.000277477,-4.89621e-05,-6.65711e-05,1,video_frame_workload,7.99997,images/datasets/real/video_xiph_ducks/1080p/frame_0005.ppm,video_1080p_frame_0005,,99.6144,1,full,1.60751e-05,2,full__video_1080p_frame_0005__rep2,6.30396e-08
248.851,chacha20,-0.000123038,0.000836254,-0.000542733,1,video_frame_workload,7.99997,images/datasets/real/video_xiph_ducks/1080p/frame_0005.ppm,video_1080p_frame_0005,,99.6078,1,full,1.60751e-05,2,full__video_1080p_frame_0005__rep2,6.30396e-08
265.164,aes_256_gcm,-0.000479303,-2.20747e-05,-7.44404e-05,1,video_frame_workload,7.99997,images/datasets/real/video_xiph_ducks/1080p/frame_0005.ppm,video_1080p_frame_0005,,99.6061,1,full,1.60751e-05,2,full__video_1080p_frame_0005__rep2,6.30396e-08
269.659,chacha20_poly1305,-0.000362293,-8.62737e-05,-0.000368499,1,video_frame_workload,7.99997,images/datasets/real/video_xiph_ducks/1080p/frame_0005.ppm,video_1080p_frame_0005,,99.6089,1,full,1.60751e-05,2,full__video_1080p_frame_0005__rep2,6.30396e-08
39900.2,logistic_xor,0.00761954,-0.0546858,0.0082248,1,video_frame_workload,7.9953,images/datasets/real/video_xiph_ducks/1080p/frame_0005.ppm,video_1080p_frame_0005,,99.409,1,full,1.60751e-05,3,full__video_1080p_frame_0005__rep3,6.30396e-08
40058.6,logistic_permute_xor,0.000733624,-0.00597513,1.51251e-05,0.00670846,video_frame_workload,7.99528,images/datasets/real/video_xiph_ducks/1080p/frame_0005.ppm,video_1080p_frame_0005,,99.603,1,full,1.60751e-05,3,full__video_1080p_frame_0005__rep3,6.30396e-08
39591.3,arnold_xor,0.00731904,-0.051709,0.00797947,0.103193,video_frame_workload,7.99534,images/datasets/real/video_xiph_ducks/1080p/frame_0005.ppm,video_1080p_frame_0005,,99.409,1,full,1.60751e-05,3,full__video_1080p_frame_0005__rep3,6.30396e-08
40265.2,tiled_arnold_xor,0.00754822,-0.0495125,0.00850794,0.0202926,video_frame_workload,7.99525,images/datasets/real/video_xiph_ducks/1080p/frame_0005.ppm,video_1080p_frame_0005,,99.409,1,full,1.60751e-05,3,full__video_1080p_frame_0005__rep3,6.30396e-08
295.621,tent_block_xor,-0.00027028,-0.00362617,-0.000668484,1,video_frame_workload,7.99997,images/datasets/real/video_xiph_ducks/1080p/frame_0005.ppm,video_1080p_frame_0005,,99.6132,1,full,1.60751e-05,3,full__video_1080p_frame_0005__rep3,6.30396e-08
17144.4,sine_xor,0.0912912,0.0486723,0.0912248,1,video_frame_workload,7.99799,images/datasets/real/video_xiph_ducks/1080p/frame_0005.ppm,video_1080p_frame_0005,,99.3028,1,full,1.60751e-05,3,full__video_1080p_frame_0005__rep3,6.30396e-08
13013.5,coupled_lattice_xor,0.182623,0.169667,0.183649,1,video_frame_workload,7.99849,images/datasets/real/video_xiph_ducks/1080p/frame_0005.ppm,video_1080p_frame_0005,,99.4111,1,full,1.60751e-05,3,full__video_1080p_frame_0005__rep3,6.30396e-08
21213.1,hamiltonian_lattice_xor,0.00157854,-0.0174284,0.00243148,1,video_frame_workload,7.9975,images/datasets/real/video_xiph_ducks/1080p/frame_0005.ppm,video_1080p_frame_0005,,99.5446,1,full,1.60751e-05,3,full__video_1080p_frame_0005__rep3,6.30396e-08
276.089,chaotic_seed_blake3_xor,-0.000810481,0.000439735,0.00061104,1,video_frame_workload,7.99997,images/datasets/real/video_xiph_ducks/1080p/frame_0005.ppm,video_1080p_frame_0005,,99.6079,1,full,1.60751e-05,3,full__video_1080p_frame_0005__rep3,6.30396e-08
259.616,aes_ctr,-0.000277477,-4.89621e-05,-6.65711e-05,1,video_frame_workload,7.99997,images/datasets/real/video_xiph_ducks/1080p/frame_0005.ppm,video_1080p_frame_0005,,99.6144,1,full,1.60751e-05,3,full__video_1080p_frame_0005__rep3,6.30396e-08
248.851,chacha20,-0.000123038,0.000836254,-0.000542733,1,video_frame_workload,7.99997,images/datasets/real/video_xiph_ducks/1080p/frame_0005.ppm,video_1080p_frame_0005,,99.6078,1,full,1.60751e-05,3,full__video_1080p_frame_0005__rep3,6.30396e-08
265.164,aes_256_gcm,-0.000479303,-2.20747e-05,-7.44404e-05,1,video_frame_workload,7.99997,images/datasets/real/video_xiph_ducks/1080p/frame_0005.ppm,video_1080p_frame_0005,,99.6061,1,full,1.60751e-05,3,full__video_1080p_frame_0005__rep3,6.30396e-08
269.659,chacha20_poly1305,-0.000362293,-8.62737e-05,-0.000368499,1,video_frame_workload,7.99997,images/datasets/real/video_xiph_ducks/1080p/frame_0005.ppm,video_1080p_frame_0005,,99.6089,1,full,1.60751e-05,3,full__video_1080p_frame_0005__rep3,6.30396e-08
40094.9,logistic_xor,0.00666175,-0.0547068,0.00893808,1,video_frame_workload,7.99528,images/datasets/real/video_xiph_ducks/1080p/frame_0006.ppm,video_1080p_frame_0006,,99.409,1,full,1.60751e-05,1,full__video_1080p_frame_0006__rep1,6.30396e-08
39977.6,logistic_permute_xor,0.000117667,-0.00736197,-0.00161896,0.00670589,video_frame_workload,7.99529,images/datasets/real/video_xiph_ducks/1080p/frame_0006.ppm,video_1080p_frame_0006,,99.604,1,full,1.60751e-05,1,full__video_1080p_frame_0006__rep1,6.30396e-08
39692.3,arnold_xor,0.0078557,-0.0513616,0.00830734,0.103186,video_frame_workload,7.99532,images/datasets/real/video_xiph_ducks/1080p/frame_0006.ppm,video_1080p_frame_0006,,99.409,1,full,1.60751e-05,1,full__video_1080p_frame_0006__rep1,6.30396e-08
39934.9,tiled_arnold_xor,0.00730167,-0.0494932,0.00897787,0.0202059,video_frame_workload,7.99529,images/datasets/real/video_xiph_ducks/1080p/frame_0006.ppm,video_1080p_frame_0006,,99.409,1,full,1.60751e-05,1,full__video_1080p_frame_0006__rep1,6.30396e-08
264.935,tent_block_xor,0.000430255,-0.00250417,0.000127284,1,video_frame_workload,7.99997,images/datasets/real/video_xiph_ducks/1080p/frame_0006.ppm,video_1080p_frame_0006,,99.6132,1,full,1.60751e-05,1,full__video_1080p_frame_0006__rep1,6.30396e-08
17456.2,sine_xor,0.0900072,0.048711,0.0917404,1,video_frame_workload,7.99795,images/datasets/real/video_xiph_ducks/1080p/frame_0006.ppm,video_1080p_frame_0006,,99.3028,1,full,1.60751e-05,1,full__video_1080p_frame_0006__rep1,6.30396e-08
13315.4,coupled_lattice_xor,0.183249,0.168974,0.182216,1,video_frame_workload,7.99846,images/datasets/real/video_xiph_ducks/1080p/frame_0006.ppm,video_1080p_frame_0006,,99.4111,1,full,1.60751e-05,1,full__video_1080p_frame_0006__rep1,6.30396e-08
20988.7,hamiltonian_lattice_xor,0.00231114,-0.0169413,0.00245209,1,video_frame_workload,7.99752,images/datasets/real/video_xiph_ducks/1080p/frame_0006.ppm,video_1080p_frame_0006,,99.5446,1,full,1.60751e-05,1,full__video_1080p_frame_0006__rep1,6.30396e-08
327.1,chaotic_seed_blake3_xor,-4.5074e-05,-1.98909e-05,0.000305465,1,video_frame_workload,7.99996,images/datasets/real/video_xiph_ducks/1080p/frame_0006.ppm,video_1080p_frame_0006,,99.6079,1,full,1.60751e-05,1,full__video_1080p_frame_0006__rep1,6.30396e-08
258.329,aes_ctr,0.00012202,0.000340664,0.000919506,1,video_frame_workload,7.99997,images/datasets/real/video_xiph_ducks/1080p/frame_0006.ppm,video_1080p_frame_0006,,99.6144,1,full,1.60751e-05,1,full__video_1080p_frame_0006__rep1,6.30396e-08
223.167,chacha20,-0.000420418,0.000302299,-0.000219577,1,video_frame_workload,7.99997,images/datasets/real/video_xiph_ducks/1080p/frame_0006.ppm,video_1080p_frame_0006,,99.6078,1,full,1.60751e-05,1,full__video_1080p_frame_0006__rep1,6.30396e-08
301.932,aes_256_gcm,0.000941567,-0.000226598,-0.000491973,1,video_frame_workload,7.99997,images/datasets/real/video_xiph_ducks/1080p/frame_0006.ppm,video_1080p_frame_0006,,99.6061,1,full,1.60751e-05,1,full__video_1080p_frame_0006__rep1,6.30396e-08
226.902,chacha20_poly1305,-0.000597569,-0.000308767,-0.00022183,1,video_frame_workload,7.99997,images/datasets/real/video_xiph_ducks/1080p/frame_0006.ppm,video_1080p_frame_0006,,99.6089,1,full,1.60751e-05,1,full__video_1080p_frame_0006__rep1,6.30396e-08
40094.9,logistic_xor,0.00666175,-0.0547068,0.00893808,1,video_frame_workload,7.99528,images/datasets/real/video_xiph_ducks/1080p/frame_0006.ppm,video_1080p_frame_0006,,99.409,1,full,1.60751e-05,2,full__video_1080p_frame_0006__rep2,6.30396e-08
39977.6,logistic_permute_xor,0.000117667,-0.00736197,-0.00161896,0.00670589,video_frame_workload,7.99529,images/datasets/real/video_xiph_ducks/1080p/frame_0006.ppm,video_1080p_frame_0006,,99.604,1,full,1.60751e-05,2,full__video_1080p_frame_0006__rep2,6.30396e-08
39692.3,arnold_xor,0.0078557,-0.0513616,0.00830734,0.103186,video_frame_workload,7.99532,images/datasets/real/video_xiph_ducks/1080p/frame_0006.ppm,video_1080p_frame_0006,,99.409,1,full,1.60751e-05,2,full__video_1080p_frame_0006__rep2,6.30396e-08
39934.9,tiled_arnold_xor,0.00730167,-0.0494932,0.00897787,0.0202059,video_frame_workload,7.99529,images/datasets/real/video_xiph_ducks/1080p/frame_0006.ppm,video_1080p_frame_0006,,99.409,1,full,1.60751e-05,2,full__video_1080p_frame_0006__rep2,6.30396e-08
264.935,tent_block_xor,0.000430255,-0.00250417,0.000127284,1,video_frame_workload,7.99997,images/datasets/real/video_xiph_ducks/1080p/frame_0006.ppm,video_1080p_frame_0006,,99.6132,1,full,1.60751e-05,2,full__video_1080p_frame_0006__rep2,6.30396e-08
17456.2,sine_xor,0.0900072,0.048711,0.0917404,1,video_frame_workload,7.99795,images/datasets/real/video_xiph_ducks/1080p/frame_0006.ppm,video_1080p_frame_0006,,99.3028,1,full,1.60751e-05,2,full__video_1080p_frame_0006__rep2,6.30396e-08
13315.4,coupled_lattice_xor,0.183249,0.168974,0.182216,1,video_frame_workload,7.99846,images/datasets/real/video_xiph_ducks/1080p/frame_0006.ppm,video_1080p_frame_0006,,99.4111,1,full,1.60751e-05,2,full__video_1080p_frame_0006__rep2,6.30396e-08
20988.7,hamiltonian_lattice_xor,0.00231114,-0.0169413,0.00245209,1,video_frame_workload,7.99752,images/datasets/real/video_xiph_ducks/1080p/frame_0006.ppm,video_1080p_frame_0006,,99.5446,1,full,1.60751e-05,2,full__video_1080p_frame_0006__rep2,6.30396e-08
327.1,chaotic_seed_blake3_xor,-4.5074e-05,-1.98909e-05,0.000305465,1,video_frame_workload,7.99996,images/datasets/real/video_xiph_ducks/1080p/frame_0006.ppm,video_1080p_frame_0006,,99.6079,1,full,1.60751e-05,2,full__video_1080p_frame_0006__rep2,6.30396e-08
258.329,aes_ctr,0.00012202,0.000340664,0.000919506,1,video_frame_workload,7.99997,images/datasets/real/video_xiph_ducks/1080p/frame_0006.ppm,video_1080p_frame_0006,,99.6144,1,full,1.60751e-05,2,full__video_1080p_frame_0006__rep2,6.30396e-08
223.167,chacha20,-0.000420418,0.000302299,-0.000219577,1,video_frame_workload,7.99997,images/datasets/real/video_xiph_ducks/1080p/frame_0006.ppm,video_1080p_frame_0006,,99.6078,1,full,1.60751e-05,2,full__video_1080p_frame_0006__rep2,6.30396e-08
301.932,aes_256_gcm,0.000941567,-0.000226598,-0.000491973,1,video_frame_workload,7.99997,images/datasets/real/video_xiph_ducks/1080p/frame_0006.ppm,video_1080p_frame_0006,,99.6061,1,full,1.60751e-05,2,full__video_1080p_frame_0006__rep2,6.30396e-08
226.902,chacha20_poly1305,-0.000597569,-0.000308767,-0.00022183,1,video_frame_workload,7.99997,images/datasets/real/video_xiph_ducks/1080p/frame_0006.ppm,video_1080p_frame_0006,,99.6089,1,full,1.60751e-05,2,full__video_1080p_frame_0006__rep2,6.30396e-08
40094.9,logistic_xor,0.00666175,-0.0547068,0.00893808,1,video_frame_workload,7.99528,images/datasets/real/video_xiph_ducks/1080p/frame_0006.ppm,video_1080p_frame_0006,,99.409,1,full,1.60751e-05,3,full__video_1080p_frame_0006__rep3,6.30396e-08
39977.6,logistic_permute_xor,0.000117667,-0.00736197,-0.00161896,0.00670589,video_frame_workload,7.99529,images/datasets/real/video_xiph_ducks/1080p/frame_0006.ppm,video_1080p_frame_0006,,99.604,1,full,1.60751e-05,3,full__video_1080p_frame_0006__rep3,6.30396e-08
39692.3,arnold_xor,0.0078557,-0.0513616,0.00830734,0.103186,video_frame_workload,7.99532,images/datasets/real/video_xiph_ducks/1080p/frame_0006.ppm,video_1080p_frame_0006,,99.409,1,full,1.60751e-05,3,full__video_1080p_frame_0006__rep3,6.30396e-08
39934.9,tiled_arnold_xor,0.00730167,-0.0494932,0.00897787,0.0202059,video_frame_workload,7.99529,images/datasets/real/video_xiph_ducks/1080p/frame_0006.ppm,video_1080p_frame_0006,,99.409,1,full,1.60751e-05,3,full__video_1080p_frame_0006__rep3,6.30396e-08
264.935,tent_block_xor,0.000430255,-0.00250417,0.000127284,1,video_frame_workload,7.99997,images/datasets/real/video_xiph_ducks/1080p/frame_0006.ppm,video_1080p_frame_0006,,99.6132,1,full,1.60751e-05,3,full__video_1080p_frame_0006__rep3,6.30396e-08
17456.2,sine_xor,0.0900072,0.048711,0.0917404,1,video_frame_workload,7.99795,images/datasets/real/video_xiph_ducks/1080p/frame_0006.ppm,video_1080p_frame_0006,,99.3028,1,full,1.60751e-05,3,full__video_1080p_frame_0006__rep3,6.30396e-08
13315.4,coupled_lattice_xor,0.183249,0.168974,0.182216,1,video_frame_workload,7.99846,images/datasets/real/video_xiph_ducks/1080p/frame_0006.ppm,video_1080p_frame_0006,,99.4111,1,full,1.60751e-05,3,full__video_1080p_frame_0006__rep3,6.30396e-08
20988.7,hamiltonian_lattice_xor,0.00231114,-0.0169413,0.00245209,1,video_frame_workload,7.99752,images/datasets/real/video_xiph_ducks/1080p/frame_0006.ppm,video_1080p_frame_0006,,99.5446,1,full,1.60751e-05,3,full__video_1080p_frame_0006__rep3,6.30396e-08
