MBps,bytes,channels,cipher,correct,diffusion_ms,diffusion_share_pct,height,image,image_kind,image_size,keygen_ms,keygen_share_pct,mode,permutation_ms,permutation_share_pct,repeat,run_id,total_ms,variant,width
582.458,3145728,3,aes_ctr,1,3.64226,70.71553106640418,1024,images/datasets/synthetic/gradient_1024x1024.ppm,gradient,1024x1024,0,0.0,full,0,0.0,2,full__gradient_1024x1024__rep2,5.15058,openssl_evp,1024
820.504,3145728,3,chacha20,1,1.71846,47.0001011954741,1024,images/datasets/synthetic/gradient_1024x1024.ppm,gradient,1024x1024,0,0.0,full,0,0.0,2,full__gradient_1024x1024__rep2,3.65629,openssl_evp,1024
152.088,3145728,3,logistic_xor,1,4.20281,21.306481458011206,1024,images/datasets/synthetic/gradient_1024x1024.ppm,gradient,1024x1024,11.5154,58.3782413627031,full,0.000578,0.00293021723150237,3,full__gradient_1024x1024__rep3,19.7255,scalar_avx2,1024
13.4216,3145728,3,logistic_permute_xor,1,4.51495,2.0199401393170153,1024,images/datasets/synthetic/gradient_1024x1024.ppm,gradient,1024x1024,10.7514,4.810060889678283,full,203.946,91.24325001454014,3,full__gradient_1024x1024__rep3,223.519,scalar_avx2,1024
107.452,3145728,3,arnold_xor,1,1.95449,7.000447715754222,1024,images/datasets/synthetic/gradient_1024x1024.ppm,gradient,1024x1024,10.1019,36.18223822059851,full,14.4214,51.65350382349255,3,full__gradient_1024x1024__rep3,27.9195,scalar_avx2,1024
89.1298,3145728,3,tiled_arnold_xor,1,4.74635,14.101364279178105,1024,images/datasets/synthetic/gradient_1024x1024.ppm,gradient,1024x1024,10.1614,30.18943040155918,full,14.7794,43.90946795488847,3,full__gradient_1024x1024__rep3,33.6588,scalar_avx2,1024
82.1665,3145728,3,tent_block_xor,1,4.75398,13.02060737527115,1024,images/datasets/synthetic/gradient_1024x1024.ppm,gradient,1024x1024,27.7871,76.1056881176187,full,0.000602,0.0016488091325401518,3,full__gradient_1024x1024__rep3,36.5112,scalar_avx2,1024
23.9722,3145728,3,sine_xor,1,2.02392,1.617259978425027,1024,images/datasets/synthetic/gradient_1024x1024.ppm,gradient,1024x1024,121.877,97.38862919013943,full,0.000695,0.0005553557872867473,3,full__gradient_1024x1024__rep3,125.145,scalar_avx2,1024
73.4405,3145728,3,coupled_lattice_xor,1,1.86622,4.568537114376221,1024,images/datasets/synthetic/gradient_1024x1024.ppm,gradient,1024x1024,37.8329,92.615558612856,full,0.000727,0.001779707902686453,3,full__gradient_1024x1024__rep3,40.8494,scalar_avx2,1024
11.8808,3145728,3,hamiltonian_lattice_xor,1,2.13051,0.8437362628658781,1024,images/datasets/synthetic/gradient_1024x1024.ppm,gradient,1024x1024,249.231,98.70182844967903,full,0.001131,0.0004479048271546757,3,full__gradient_1024x1024__rep3,252.509,scalar_avx2,1024
292.736,3145728,3,chaotic_seed_blake3_xor,1,2.05801,20.08167287913975,1024,images/datasets/synthetic/gradient_1024x1024.ppm,gradient,1024x1024,7.04317,68.72592260104213,full,0.000837,0.008167287913975136,3,full__gradient_1024x1024__rep3,10.2482,scalar_avx2,1024
604.926,3145728,3,aes_ctr,1,3.60781,72.74866512880902,1024,images/datasets/synthetic/gradient_1024x1024.ppm,gradient,1024x1024,0,0.0,full,0,0.0,3,full__gradient_1024x1024__rep3,4.95928,openssl_evp,1024
912.177,3145728,3,chacha20,1,1.77865,54.08137823670352,1024,images/datasets/synthetic/gradient_1024x1024.ppm,gradient,1024x1024,0,0.0,full,0,0.0,3,full__gradient_1024x1024__rep3,3.28884,openssl_evp,1024
145.929,3145728,3,logistic_xor,1,4.80904,23.392547913221133,1024,images/datasets/synthetic/gradient_1024x1024.ppm,gradient,1024x1024,11.6198,56.522035217433604,full,0.000831,0.004042222006031716,4,full__gradient_1024x1024__rep4,20.558,scalar_avx2,1024
12.706,3145728,3,logistic_permute_xor,1,4.59978,1.9481595364852673,1024,images/datasets/synthetic/gradient_1024x1024.ppm,gradient,1024x1024,10.524,4.457263382590243,full,216.644,91.75592628828211,4,full__gradient_1024x1024__rep4,236.109,scalar_avx2,1024
112.816,3145728,3,arnold_xor,1,1.56486,5.884724295744193,1024,images/datasets/synthetic/gradient_1024x1024.ppm,gradient,1024x1024,9.8649,37.097386798235554,full,13.6847,51.461911333902435,4,full__gradient_1024x1024__rep4,26.5919,scalar_avx2,1024
86.3295,3145728,3,tiled_arnold_xor,1,4.76465,13.71098628512889,1024,images/datasets/synthetic/gradient_1024x1024.ppm,gradient,1024x1024,10.0941,29.04726824860578,full,15.6265,44.96756890528509,4,full__gradient_1024x1024__rep4,34.7506,scalar_avx2,1024
